id,label,ctype,Descripción,Fuente,Tipo de Fuente,Medida
v7_v_001_226,"reinicio proceso viviendas de interes social, iii trimestre de 2009",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_227,"reinicio proceso  viviendas de interes social, iv trimestre de 2009",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_228,"reinicio proceso viviendas de interes social,i trimestre de 2010",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_229,"reinicio proceso viviendas de interes social, ii trimestre de 2010",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_23,metros cubicos consumidos en promedio por suscriptores oficiales (no residenciales),Nu,NA,Sistema Único de Información de Servicios Públicos.,NA,NA
v7_v_001_230,"reinicio proceso viviendas de interes social, iii trimestre de 2010",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_231,"reinicio proceso  viviendas de interes social, iv trimestre de 2010",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_232,"reinicio proceso viviendas de interes social,i trimestre de 2011",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_233,"reinicio proceso viviendas de interes social, ii trimestre de 2011",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_234,"reinicio proceso  viviendas de interes social, iii trimestre de 2011",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_235,"reinicio proceso  viviendas de interes social, iv trimestre de 2011",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_236,"reinicio proceso viviendas de interes social,i trimestre de 2012",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_237,"reinicio proceso  viviendas de interes social, ii trimestre de 2012",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_238,"reinicio proceso  viviendas de interes social, iii trimestre de 2012",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_239,"reinicio proceso viviendas de interes social, iv trimestre de 2012",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_24,metros cubicos consumidos en promedio por otros suscriptores no residenciales,Nu,NA,Sistema Único de Información de Servicios Públicos.,NA,NA
v7_v_001_240,"reinicio proceso viviendas de interes social,i trimestre de 2013",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_241,"reinicio proceso viviendas de interes social, ii trimestre de 2013",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_242,"reinicio proceso  viviendas de interes social, iii trimestre de 2013",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_243,"reinicio proceso viviendas de interes social, iv trimestre de 2013",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_244,"reinicio proceso viviendas de interes social, i trimestre de 2014",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_245,"reinicio proceso viviendas de interes social, ii trimestre de 2014",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_246,"reinicio proceso viviendas de interes social, iii trimestre de 2014",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_247,"reinicio proceso viviendas de interes social, iv trimestre de 2014",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_248,"metros cuadradados de obras nuevas para viviendas de interes social,i trimestre de 2009",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_249,"metros cuadradados de obras nuevas para viviendas de interes social, ii trimestre de 2009",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_25,metros cubicos consumidos en promedio por suscriptores no residenciales,Nu,NA,Sistema Único de Información de Servicios Públicos.,NA,NA
v7_v_001_250,"metros cuadradados de obras nuevas para viviendas de interes social, iii trimestre de 2009",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_251,"metros cuadradados de obras nuevas para viviendas de interes social, iv trimestre de 2009",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_252,"metros cuadradados de obras nuevas para viviendas de interes social,i trimestre de 2010",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_253,"metros cuadradados de obras nuevas para viviendas de interes social, ii trimestre de 2010",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_254,"metros cuadradados de obras nuevas para viviendas de interes social, iii trimestre de 2010",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_255,"metros cuadradados de obras nuevas para viviendas de interes social, iv trimestre de 2010",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_256,"metros cuadradados de obras nuevas para viviendas de interes social,i trimestre de 2011",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_257,"metros cuadradados de obras nuevas para viviendas de interes social, ii trimestre de 2011",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_258,"metros cuadradados de obras nuevas para viviendas de interes social, iii trimestre de 2011",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_259,"metros cuadradados de obras nuevas para viviendas de interes social, iv trimestre de 2011",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_26,numero de hogares,Nu,NA,Expediente Urbano Plan de Ordenamiento territorial 2014,NA,NA
v7_v_001_260,"metros cuadradados de obras nuevas para viviendas de interes social,i trimestre de 2012",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_261,"metros cuadradados de obras nuevas para viviendas de interes social, ii trimestre de 2012",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_262,"metros cuadradados de obras nuevas para viviendas de interes social, iii trimestre de 2012",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_263,"metros cuadradados de obras nuevas para viviendas de interes social, iv trimestre de 2012",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_264,"metros cuadradados de obras nuevas para viviendas de interes social,i trimestre de 2013",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_265,"metros cuadradados de obras nuevas paraviviendas de interes social, ii trimestre de 2013",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_266,"metros cuadradados de obras nuevas para viviendas de interes social, iii trimestre de 2013",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_267,"metros cuadradados de obras nuevas para viviendas de interes social, iv trimestre de 2013",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_268,"metros cuadradados de obras nuevas para viviendas de interes social, i trimestre de 2014",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_269,"metros cuadradados de obras nuevas para viviendas de interes social, ii trimestre de 2014",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_27,hogares con deficit cuantitativo,Nu,NA,Expediente Urbano Plan de Ordenamiento territorial 2015,NA,NA
v7_v_001_270,"metros cuadradados de obras nuevas para viviendas de interes social, iii trimestre de 2014",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_271,"metros cuadradados de obras nuevas para viviendas de interes social, iv trimestre de 2014",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_272,"metros cuadradados de obras continuan en proceso viviendas de interes social,i trimestre de 2009",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_273,"metros cuadradados de obras continuan en proceso  viviendas de interes social, ii trimestre de 2009",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_274,"metros cuadradados de obras continuan en proceso viviendas de interes social, iii trimestre de 2009",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_275,"metros cuadradados de obras continuan en proceso viviendas de interes social, iv trimestre de 2009",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_276,"metros cuadradados de obras continuan en proceso viviendas de interes social,i trimestre de 2010",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_277,"metros cuadradados de obras continuan en proceso viviendas de interes social, ii trimestre de 2010",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_278,"metros cuadradados de obras continuan en proceso viviendas de interes social, iii trimestre de 2010",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_279,"metros cuadradados de obras continuan en proceso viviendas de interes social, iv trimestre de 2010",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_280,"metros cuadradados de obras continuan en proceso viviendas de interes social,i trimestre de 2011",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_281,"metros cuadradados de obras continuan en proceso viviendas de interes social, ii trimestre de 2011",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_282,"metros cuadradados de obras continuan en proceso viviendas de interes social, iii trimestre de 2011",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_283,"metros cuadradados de obras continuan en proceso viviendas de interes social, iv trimestre de 2011",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_284,"metros cuadradados de obras continuan en proceso viviendas de interes social,i trimestre de 2012",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_285,"metros cuadradados de obras continuan en proceso viviendas de interes social, ii trimestre de 2012",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_286,"metros cuadradados de obras continuan en proceso viviendas de interes social, iii trimestre de 2012",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_287,"metros cuadradados de obras continuan en proceso viviendas de interes social, iv trimestre de 2012",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_288,"metros cuadradados de obras continuan en proceso viviendas de interes social,i trimestre de 2013",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_289,"metros cuadradados de obras continuan en proceso viviendas de interes social, ii trimestre de 2013",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_29,unidades culminadas de viviendas no vis i trimestre de 2009,Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_290,"metros cuadradados de obras continuan en proceso viviendas de interes social, iii trimestre de 2013",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_291,"metros cuadradados de obras continuan en proceso viviendas de interes social, iv trimestre de 2013",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_292,"metros cuadradados de obras continuan en proceso viviendas de interes social, i trimestre de 2014",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_293,"metros cuadradados de obras continuan en proceso viviendas de interes social, ii trimestre de 4",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_294,"metros cuadradados de obras continuan en proceso viviendas de interes social, iii trimestre de 2014",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_295,"metros cuadradados de obras continuan en proceso viviendas de interes social, iv trimestre de 2014",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_296,"metros cuadradados de vivienda que reinicio proceso, viviendas de interes social,i trimestre de 2009",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_297,"metros cuadradados de vivienda que reinicio proceso, viviendas de interes social, ii trimestre de 2009",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_298,"metros cuadradados de vivienda que reinicio proceso, viviendas de interes social, iii trimestre de 2009",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_299,"metros cuadradados de vivienda que reinicio proceso, viviendas de interes social, iv trimestre de 2009",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_30,unidades culminadas de viviendas no vis ii trimestre de 2009,Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_300,"metros cuadradados de vivienda que reinicio proceso, viviendas de interes social,i trimestre de 2010",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_301,"metros cuadradados de vivienda que reinicio proceso, viviendas de interes social, ii trimestre de 2010",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_302,"metros cuadradados de vivienda que reinicio proceso, viviendas de interes social, iii trimestre de 2010",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_303,"metros cuadradados de vivienda que reinicio proceso, viviendas de interes social, iv trimestre de 2010",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_304,"metros cuadradados de vivienda que reinicio proceso, viviendas de interes social,i trimestre de 2011",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_305,"metros cuadradados de vivienda que reinicio proceso, viviendas de interes social, ii trimestre de 2011",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_306,"metros cuadradados de vivienda que reinicio proceso, viviendas de interes social, iii trimestre de 2011",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_307,"metros cuadradados de vivienda que reinicio proceso, viviendas de interes social, iv trimestre de 2011",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_308,"metros cuadradados de vivienda que reinicio proceso, viviendas de interes social,i trimestre de 2012",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_309,"metros cuadradados de vivienda que reinicio proceso, viviendas de interes social, ii trimestre de 2012",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_31,unidades culminadas de viviendas no vis iii trimestre de 2009,Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_310,"metros cuadradados de vivienda que reinicio proceso, viviendas de interes social, iii trimestre de 2012",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_311,"metros cuadradados de vivienda que reinicio proceso, viviendas de interes social, iv trimestre de 2012",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_312,"metros cuadradados de vivienda que reinicio proceso, viviendas de interes social,i trimestre de 2013",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_313,"metros cuadradados de vivienda que reinicio proceso, viviendas de interes social, ii trimestre de 2013",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_314,"metros cuadradados de vivienda que reinicio proceso, viviendas de interes social, iii trimestre de 2013",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_315,"metros cuadradados de vivienda que reinicio proceso, viviendas de interes social, iv trimestre de 2013",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_316,"metros cuadradados de vivienda que reinicio proceso, viviendas de interes social, i trimestre de 2014",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_317,"etros cuadradados de vivienda que reinicio proceso, viviendas de interes social, ii trimestre de 2014",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_318,"etros cuadradados de vivienda que reinicio proceso, viviendas de interes social, iii trimestre de 2014",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_319,"etros cuadradados de vivienda que reinicio proceso, viviendas de interes social, iv trimestre de 2014",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_32,unidades culminadas de viviendas no vis iv trimestre de 2009,Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_320,"obras nuevas paralizadas de viviendas de ineteres social, i trimestre de 2009",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_321,"obras nuevas paralizadas de viviendas de ineteres social, ii trimestre de 2009",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_322,"obras nuevas paralizadas de viviendas de interes social,iii trimestre de 2009",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_323,"obras nuevas paralizadas de viviendas de interes social,iv trimestre de 2009",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_324,"obras nuevas paralizadas de viviendas de interes social,i trimestre de 2010",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_325,"obras nuevas paralizadas de viviendas de interes social, ii trimestre de 2010",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_326,"obras nuevas paralizadas de viviendas de interes social, iii trimestre de 2010",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_327,"obras nuevas paralizadas de viviendas de interes social, iv trimestre de 2010",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_328,"obras nuevas paralizadas de viviendas de interes social, i trimestre de 2011",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_329,"obras nuevas paralizadas de viviendas de interes social, ii trimestre de 2011",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_33,unidades culminadas de viviendas no vis i trimestre de 2010,Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_330,"obras nuevas paralizadas de viviendas de interes social, iii trimestre de 2011",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_331,"obras nuevas  paralizadas de viviendas de ineteres social, iv trimestre de 2011",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_332,"obras nuevas paralizadas de viviendas de ineres social, i trimestre de 2012",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_333,"obras nuevas paralizadas de viviendas de interes social, ii trimestre de 2012",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_334,"obras nuevas paralizadas de viviendas de interes social, iii trimestre de 2012",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_335,"obras nuevas paralizadas de viviendas de interes social, iv trimestre de 2012",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_336,"obras nuevas paralizadas de viviendas de interes social , i trimestre de 2013",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_337,"obras nuevas paralizadas de viviendas de interes social, ii trimestre de 2013",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_338,"obras nuevas paralizadas de viviendas de interes social, iii trimestre de 2013",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_339,"obras nuevas paralizadas de viviendas de interes social, iv trimestre de 2013",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_34,unidades culminadas de viviendas no vis ii trimestre de 2010,Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_340,"obras nuevas paralizadas de viviendas de interes social, i trimestre de 2014",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_341,"obras nuevas paralizadas de viviendas de interes social, ii trimestre de 2014",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_342,"obras nuevas paralizadas de viviendas de interes social, iii trimesre de 2014",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_343,"obras nuevas paralizadas de viviendas de interes social, iv trimestre de 2014",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_344,"obras de viviendas de interes social que continuan paralizadas,i trimestre de 2009",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_345,"obras de viviendas de interes social que continuan paralizadas,ii trimestre de 2009",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_346,"obras de viviendas de interes social que continuan paralizadas, iii trimestre de 2009",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_347,"obras de viviendas de interes social que continuan paralizadas, iv trimestre de 2009",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_348,"obras de viviendas de interes social que continuan paralizadas ,i trimestre de 2010",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_349,"obras de viviendas de interes social que continuan paralizadas, ii trimestre de 2010",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_35,unidades culminadas de viviendas no vis iii trimestre de 2010,Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_350,"obras de viviendas de interes social quecontinuan paralizadas, iii trimestre de 2010",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_351,"obras de viviendas de interes social que continuan paralizadas, iv trimestre de 2010",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_352,"obras de viviendas de interes social ue continuan paralizadas, i trimestre de 2011",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_353,"obras de viviendas de interes social que continuan paralizadas, ii trimestre de 2011",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_354,"obras de viviendas de interes social que continuan paralizadas, iii trimestre de 2011",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_355,"obras de viviendas de interes social que continuan paralizadas, iv trimestre de 2011",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_356,"obras de viviendas de interes social que continuan paralizadas ,i trimestre de 2012",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_357,"obras de viviendas de interes social que continuan paralizadas ,ii trimestre de 2012",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_358,"obras de viviendas de interes social que continuan paralizadas ,iii  trimestre de 2012",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_359,"obras de viviendas de interes social que continuan paralizadas ,iv  trimestre de 2012",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_36,unidades culminadas de viviendas no vis iv trimestre de 2010,Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_360,"obras de viviendas de interes social que continuan paralizadas, i trimestre de 2013",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_361,"obras de viviendas de interes social que continuan paralizadas, ii trimestre de 2013",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_363,"obras de viviendas de interes social que continuan paralizadas, iv trimestre de 2013",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_364,"obras de viviendas de interes social que continuan paralizadas, i trimestre de 2014",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_365,"obras de viviendas de interes social que continuan paralizadas, ii trimestre de 2014",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_366,"obras de viviendas de interes social que continuan paralizadas, iii trimestre de 2014",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_367,"obras de viviendas de interes social que continuan paralizadas, iv trimestre de 2014",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_368,"area paralizada de obras nuevas de viviendas de interes social, i trimestre de 2009",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_369,"area paralizada de obras nuevas de viviendas de interes social, ii trimestre de 2009",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_37,unidades culminadas de viviendas no vis i trimestre de 2011,Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_370,"area paralizada de obras nuevas de viviendas de interes social, iii trimestre de 2009",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_371,"area paralizada de obras nuevas de viviendas de interes social, iv trimestre de 2009",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_372,"area paralizada de obras nuevas de viviendas de interes social, i trimestre de 2010",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_373,"area paralizada de obras nuevas de viviendas de interes social, ii trimestre de 2010",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_374,"area paralizada de obras nuevas de viviendas de interes social, iii trimestre de 2010",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_375,"area paralizada de obras nuevas de viviendas de interes social, iv trimestre de 2010",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_376,"area paralizada de obras nuevas de viviendas de interes social, i trimestre de 2011",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_377,"area paralizada de obras nuevas de viviendas de interes social, ii trimestre de 2011",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_378,"area paralizada de obras nuevas de viviendas de interes social, iii trimestre de 2011",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_379,"area paralizada de obras nuevas de viviendas de interes social, iv trimestre de 2011",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_38,unidades culminadas de viviendas no vis ii trimestre de 2011,Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_380,"area paralizada de obras nuevas de viviendas de interes social, i trimestre de 2012",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_381,"area paralizada de obras nuevas de viviendas de interes social, ii trimestre de 2012",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_382,"area paralizada de obras nuevas de viviendas de interes social, iii trimestre de 2012",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_383,"area paralizada de obras nuevas de viviendas de interes social, iv trimestre de 2012",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_384,"area paralizada de obras nuevas de viviendas de interes social, i trimestre de 2013",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_385,"area paralizada de obras nuevas de viviendas de interes social, ii trimestre de 2013",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_386,"area paralizada de obras nuevas de viviendas de interes social, iii trimestre de 2013",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_387,"area paralizada de obras nuevas de viviendas de interes social, iv trimestre de 2013",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_388,"area paralizada de obras nuevas de viviendas de interes social, i trimestre de 2014",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_389,"area paralizada de obras nuevas de viviendas de interes social, ii trimestre de 2014",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_39,unidades culminadas de viviendas no vis iii trimestre de 2011,Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_390,"area paralizada de obras nuevas de viviendas de interes social, iii trimestre de 2014",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_391,"area paralizada de obras nuevas de viviendas de interes social, iv trimestre de 2014",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_392,"area paralizada de viviendas de interes social que continuan paralizadas, i trimestre de 2009",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_393,"area paralizada de viviendas de interes social que continuan paralizadas, ii trimestre de 2009",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_394,"area paralizada de viviendas de interes social que continuan paralizadas, iii trimestre de 2009",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_395,"area paralizada de viviendas de interes social que continuan paralizadas, iv trimestre de 2009",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_396,"area paralizada de viviendas de interes social que continuan paralizadas, i trimestre de 2010",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_397,"area paralizada de viviendas de interes social que continuan paralizadas, ii trimestre de 2010",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_398,"area paralizada de viviendas de interes social que continuan paralizadas, iii trimestre de 2010",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_399,"area paralizada de viviendas de interes social que continuan paralizadas, iv trimestre de 2010",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_40,unidades culminadas de viviendas no vis iv trimestre de 2011,Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_400,"area paralizada de viviendas de interes social que continuan paralizadas, i trimestre de 2011",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_401,"area paralizada de viviendas de interes social que continuan paralizadas, ii trimestre de 2011",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_402,"area paralizada de viviendas de interes social que continuan paralizadas, iii trimestre de 2011",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_403,"area paralizada de viviendas de interes social que continuan paralizadas, iv trimestre de 2011",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_404,"area paralizada de viviendas de interes social que continuan paralizadas, i trimestre de 2012",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_405,"area paralizada de viviendas de interes social que continuan paralizadas, ii trimestre de 2012",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_406,"area paralizada de viviendas de interes social que continuan paralizadas, iii trimestre de 2012",Nu,NA,DANE-Censo de edificaciones,NA,NA
v7_v_001_407,"area paralizada de viviendas de interes social que continuan paralizadas, iv trimestre de 2012",Nu,NA,DANE-Censo de edificaciones,NA,NA
