id,label,ctype,UNIDAD,TEMA,FUENTE
v7_v_097,"tarifas energia: 
consumo por encima del nivel de subsistencia, $/kmwh
estrato 2
",Nu,$/HWH,servicios publicos,EMCALI
v7_v_098,"tarifas energia: 
consumo por encima del nivel de subsistencia, $/kmwh
estrato 3
",Nu,$/HWH,servicios publicos,EMCALI
v7_v_099,"tarifas energia: 
consumo por encima del nivel de subsistencia, $/kmwh
estrato 4
",Nu,$/HWH,servicios publicos,EMCALI
v7_v_100,"tarifas energia: 
consumo por encima del nivel de subsistencia, $/kmwh
estrato 5
",Nu,$/HWH,servicios publicos,EMCALI
v7_v_101,"tarifas energia: 
consumo por encima del nivel de subsistencia, $/kmwh
estrato 6
",Nu,$/HWH,servicios publicos,EMCALI
v7_v_1_01,promedio aguas residuales tratadas (m3/seg),Nu,#,servicios publicos,EMCALI
v7_v_102,"tarifas energia: 
consumo por encima del nivel de subsistencia, $/kmwh
comercial
",Nu,$/HWH,servicios publicos,EMCALI
v7_v_103,"tarifas energia: 
consumo por encima del nivel de subsistencia, $/kmwh
industrial",Nu,$/HWH,servicios publicos,EMCALI
v7_v_104,"tarifas energia: 
consumo por encima del nivel de subsistencia, $/kmwh
oficial y  especial",Nu,$/HWH,servicios publicos,EMCALI
v7_v_105,"tarifas acueducto:
cargo fijo estrato 1",Nu,$,servicios publicos,EMCALI
v7_v_106,"tarifas acueducto:
cargo fijo estrato 2",Nu,$,servicios publicos,EMCALI
v7_v_107,"tarifas acueducto:
cargo fijo estrato 3",Nu,$,servicios publicos,EMCALI
v7_v_108,"tarifas acueducto:
cargo fijo estrato 4",Nu,$,servicios publicos,EMCALI
v7_v_109,"tarifas acueducto:
cargo fijo estrato 5",Nu,$,servicios publicos,EMCALI
v7_v_110,"tarifas acueducto:
cargo fijo estrato 6",Nu,$,servicios publicos,EMCALI
v7_v_111,tarifas acueducto: cargo fijo comercial,Nu,$,servicios publicos,EMCALI
v7_v_112,tarifas acueducto: cargo fijo industrial,Nu,$,servicios publicos,EMCALI
v7_v_113,tarifas acueducto: cargo fijo oficial y especial,Nu,$,servicios publicos,EMCALI
v7_v_114,"tarifas acueducto:
consumo basico estrato 1",Nu,$/M3,servicios publicos,EMCALI
v7_v_115,"tarifas acueducto:
consumo basico estrato 2",Nu,$/M3,servicios publicos,EMCALI
v7_v_116,"tarifas acueducto:
consumo basico estrato 3",Nu,$/M3,servicios publicos,EMCALI
v7_v_117,"tarifas acueducto:
consumo basico estrato 4",Nu,$/M3,servicios publicos,EMCALI
v7_v_118,"tarifas acueducto:
consumo basico estrato 5",Nu,$/M3,servicios publicos,EMCALI
v7_v_119,"tarifas acueducto:
consumo basico estrato 6",Nu,$/M3,servicios publicos,EMCALI
v7_v_120,"tarifas acueducto:
consumo basico estrato comercial",Nu,$/M3,servicios publicos,EMCALI
v7_v_121,"tarifas acueducto:
consumo basico estrato industrial",Nu,$/M3,servicios publicos,EMCALI
v7_v_122,"tarifas acueducto:
consumo basico estrato oficial y especial",Nu,$/M3,servicios publicos,EMCALI
v7_v_123,"tarifas alcantarillado:
cargo fijo estrato 1",Nu,$,servicios publicos,EMCALI
v7_v_124,"tarifas alcantarillado:
cargo fijo estrato 2",Nu,$,servicios publicos,EMCALI
v7_v_125,"tarifas alcantarillado:
cargo fijo estrato 3",Nu,$,servicios publicos,EMCALI
v7_v_126,"tarifas alcantarillado:
cargo fijo estrato 4",Nu,$,servicios publicos,EMCALI
v7_v_127,"tarifas alcantarillado:
cargo fijo estrato 5",Nu,$,servicios publicos,EMCALI
v7_v_128,"tarifas alcantarillado:
cargo fijo estrato 6",Nu,$,servicios publicos,EMCALI
v7_v_129,"tarifas alcantarillado:
cargo fijo comercial",Nu,$,servicios publicos,EMCALI
v7_v_130,"tarifas alcantarillado:
cargo fijo industrial",Nu,$,servicios publicos,EMCALI
v7_v_131,"tarifas alcantarillado:
cargo fijo oficial y especial",Nu,$,servicios publicos,EMCALI
v7_v_132,"tarifas alcantarillado:
consumo basico estrato 1",Nu,$/M3,servicios publicos,EMCALI
v7_v_133,"tarifas alcantarillado:
consumo basico estrato 1",Nu,$/M3,servicios publicos,EMCALI
v7_v_134,"tarifas alcantarillado:
consumo basico estrato 2",Nu,$/M3,servicios publicos,EMCALI
v7_v_135,"tarifas alcantarillado:
consumo basico estrato 3",Nu,$/M3,servicios publicos,EMCALI
v7_v_136,"tarifas alcantarillado:
consumo basico estrato 4",Nu,$/M3,servicios publicos,EMCALI
v7_v_137,"tarifas alcantarillado:
consumo basico estrato 5",Nu,$/M3,servicios publicos,EMCALI
v7_v_138,"tarifas alcantarillado:
consumo basico estrato comercial",Nu,$/M3,servicios publicos,EMCALI
v7_v_139,"tarifas alcantarillado:
consumo basico insdustrial",Nu,$/M3,servicios publicos,EMCALI
v7_v_140,"tarifas alcantarillado:
consumo basico oficial y especial",Nu,$/M3,servicios publicos,EMCALI
v7_v_141,suscriptores servicio de gas domiciliario,Nu,#,servicios publicos,GDO
v7_v_142,catastro,Nu,#,servicios publicos,GDO
v7_v_143,indice de continuidad del servicio de acueducto,Nu,HRS/DÍA,servicios publicos,EMCALI
v7_v_144,tiempo de atencion danos acueducto,Nu,HORAS,servicios publicos,EMCALI
v7_v_145,tiempo de atencion danos alcantarillado,Nu,HORAS,servicios publicos,EMCALI
v7_v_146,tiempo de instalacion individual de acueducto,Nu,DÍAS,servicios publicos,EMCALI
v7_v_147,tiempo de atencion danos en red matriz,Nu,HORAS,servicios publicos,EMCALI
v7_v_148,cantidad de danos reparados en red matriz,Nu,#,servicios publicos,EMCALI
v7_v_149,utilizacion capacidad ptarc (promedio mes),Nu,%,servicios publicos,EMCALI
v7_v_150,indicador riesgo de calidad del agua potable - irca,Nu,0-1,servicios publicos,EMCALI
v7_v_151,suscriptores emsirva,Nu,#,servicios publicos,EMSIRVA
v7_v_152,indice de agua no contabilizada,Nu,%,servicios publicos,EMCALI
v7_v_153,indice de perdidas de energia,Nu,%,servicios publicos,EMCALI
v7_v_154,participacion en el mercado de telefonia,Nu,%,servicios publicos,EMCALI
v7_v_155,participacion en el mercado de banda ancha,Nu,%,servicios publicos,EMCALI
v7_v_156,nivel de satisfaccion usuarios de emcali,Nu,%,servicios publicos,EMCALI
v7_v_157,eventos de alta turbiedad y contaminacion,Nu,#,servicios publicos,EMCALI
v7_v_158,eventos atendidos por el reservorio,Nu,#,servicios publicos,EMCALI
v7_v_159,suspensiones totales del servicio de acueducto,Nu,#,servicios publicos,EMCALI
v7_v_160,total de metros lineales de reposicion de redes de acueducto y alcantarillado,Nu,M2,servicios publicos,EMCALI
v7_v_161,metros lineales de reposicion de redes de acueducto,Nu,M2,servicios publicos,EMCALI
v7_v_162,metros lineales de reposicion de redes de alcantarillado,Nu,M2,servicios publicos,EMCALI
v7_v_163,inversion en proyectos de reposicion de redes de acueducto y alcantarillado,Nu,MILLONES DE PESOS,servicios publicos,EMCALI
v7_v_164,inversion en proyectos de reposicion de redes de acueducto y alcantarillado,Nu,MILLONES DE PESOS,servicios publicos,EMCALI
v7_v_165,inversion en proyectos de reposicion de redes de acueducto y alcantarillado,Nu,MILLONES DE PESOS,servicios publicos,EMCALI
v7_v_166,proyectos de inversion orientados a mayor cobertura,Nu,MILLONES DE PESOS,servicios publicos,EMCALI
v7_v_167,proyectos de inversion orientados a mayor cobertura,Nu,MILLONES DE PESOS,servicios publicos,EMCALI
v7_v_1_67,nº de mejoramientos de vivienda,Nu,#,vivienda,SVS
v7_v_168,proyectos de inversion orientados a mayor cobertura,Nu,MILLONES DE PESOS,servicios publicos,EMCALI
v7_v_1_68,unidades habitacionales vendidas en cali,Nu,#,vivienda,CAMACOL
v7_v_169,cartera de emcali: acueducto y alcantarillado,Nu,$,servicios publicos,EMCALI
v7_v_170,cartera de emcali: energia,Nu,$,servicios publicos,EMCALI
v7_v_171,cartera de emcali: telecomunicaciones,Nu,$,servicios publicos,EMCALI
v7_v_172,cartera de emcali: total,Nu,$,servicios publicos,EMCALI
v7_v_173,total de hogares,Nu,#,vivienda,SVS
v7_v_174,total deficit de viviendas,Nu,#,vivienda,SVS
v7_v_175,deficit cualitativo de vivienda,Nu,#,vivienda,SVS
v7_v_176,deficit cuantitativo de vivienda,Nu,#,vivienda,SVS
v7_v_177,hogares con deficit cuantitativo,Nu,#,vivienda,SVS
v7_v_178,hogares con deficit cuantitativo cohabitacion unipersonales,Nu,#,vivienda,SVS
v7_v_179,viviendas entregadas por el municipio (vis+vip),Nu,#,vivienda,SVS
v7_v_180,licencias de construccion aprobadas,Nu,#,vivienda,DANE
v7_v_181,licencias de construccion aprobadas,Nu,#,vivienda,DANE
v7_v_182,licencias de construccion aprobadas,Nu,#,vivienda,DANE
v7_v_183,obras de mitigacion de riesgos: inversion,Nu,MILLONES DE PESOS,vivienda,SVS
v7_v_184,obras de mitigacion de riesgos: metros lineales,Nu,METROS,vivienda,SVS
v8_ma_00_1,emisiones gei per capita,Nu,TONELADA ANUAL PER CÁPITA,medio ambiente,DAGMA
v8_ma_00_10,calidad del aire (ica) la flora,Nu,ÍNDICE,medio ambiente,DAGMA
v8_ma_00_11,calidad del aire (ica) pance,Nu,ÍNDICE,medio ambiente,DAGMA
v8_ma_00_12,calidad del aire (ica) univalle,Nu,ÍNDICE,medio ambiente,DAGMA
v8_ma_00_13,calidad del aire (ica) la ermita,Nu,ÍNDICE,medio ambiente,DAGMA
v8_ma_00_14,calidad del aire (ica) calaveralejo,Nu,ÍNDICE,medio ambiente,DAGMA
v8_ma_00_15,calidad del aire (ica) compartir,Nu,ÍNDICE,medio ambiente,DAGMA
v8_ma_00_17,quejas recibidas por el dagma,Nu,#,medio ambiente,DAGMA
v8_ma_00_18,quejas recibidas por el dagma ruido,Nu,#,medio ambiente,DAGMA
v8_ma_00_19,quejas recibidas por el dagma emisiones,Nu,#,medio ambiente,DAGMA
v8_ma_00_2,total  de emisiones de co2,Nu,TONELADAS,medio ambiente,DAGMA
v8_ma_00_20,quejas recibidas por el dagma olores,Nu,#,medio ambiente,DAGMA
v8_ma_00_21,quejas recibidas por el dagma ocupacion espacio publico,Nu,#,medio ambiente,DAGMA
v8_ma_00_22,quejas recibidas por el dagma vertimientos,Nu,#,medio ambiente,DAGMA
v8_ma_00_23,quejas recibidas por el dagma contaminacion visual,Nu,#,medio ambiente,DAGMA
v8_ma_00_24,quejas recibidas por el dagma otros,Nu,#,medio ambiente,DAGMA
v8_ma_00_25,zonas verdes adoptados por el sector privado,Nu,M2,medio ambiente,DAGMA
v8_ma_00_26,total sobretasa cali girado a cvc,Nu,$,medio ambiente,DAGMA
v8_ma_00_27,recursos ejecutados por el dagmapresupuesto total  segun fuente de financiacion,Nu,MILLONES DE PESOS,medio ambiente,DAGMA
v8_ma_00_28,recursos ejecutados por el dagma segun fuente de financiacion presupuesto transferido,Nu,MILLONES DE PESOS,medio ambiente,DAGMA
v8_ma_00_29,recursos ejecutados por el dagma segun fuente de financiacion,Nu,MILLONES DE PESOS,medio ambiente,DAGMA
v8_ma_00_3,emisiones de co2 por transporte,Nu,TONELADAS,medio ambiente,DAGMA
v8_ma_00_30,recursos ejecutados por el dagma segun fuente de financiacion recursos propios,Nu,MILLONES DE PESOS,medio ambiente,DAGMA
v8_ma_00_31,incidentes atendidos por la oficina de prevencion y atencion de desastres atencion de abejas,Nu,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_32,incidentes atendidos por la oficina de prevencion y atencion de desastres rescate por accidente de transito,Nu,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_33,incidentes atendidos por la oficina de prevencion y atencion de desastres incendio estructural,Nu,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_34,incidentes atendidos por la oficina de prevencion y atencion de desastres rescates de emergencia,Nu,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_35,incidentes atendidos por la oficina de prevencion y atencion de desastres incendio forestal urbano,Nu,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_36,incidentes atendidos por la oficina de prevencion y atencion de desastres rescate de animal,Nu,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_37,incidentes atendidos por la oficina de prevencion y atencion de desastres falsas alarmas,Nu,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_38,incidentes atendidos por la oficina de prevencion y atencion de desastres incendio de basuras y otros,Nu,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_39,incidentes atendidos por la oficina de prevencion y atencion de desastres incendio forestal rural,Nu,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_4,emisiones de co2 equivalente por consumo de combustible por industrias,Nu,TONELADAS,medio ambiente,DAGMA
v8_ma_00_40,incidentes atendidos por la oficina de prevencion y atencion de desastres incendio vehicular,Nu,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_41,incidentes atendidos por la oficina de prevencion y atencion de desastres auxilio a enfermo,Nu,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_42,incidentes atendidos por la oficina de prevencion y atencion de desastres caidas,Nu,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_43,incidentes atendidos por la oficina de prevencion y atencion de desastres fuga de gas,Nu,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_44,incidentes atendidos por la oficina de prevencion y atencion de desastres incendio electrico,Nu,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_45,incidentes atendidos por la oficina de prevencion y atencion de desastres otros,Nu,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_46,incidentes atendidos por la oficina de prevencion y atencion de desastres derrames de combustible,Nu,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_47,incidentes atendidos por la oficina de prevencion y atencion de desastres fuga de gas,Nu,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_48,incidentes atendidos por la oficina de prevencion y atencion de desastres inundaciones,Nu,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_49,incidentes atendidos por la oficina de prevencion y atencion de desastres derrumbes y deslizamientos,Nu,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_5,emisiones co2 por consumo de energia electrica,Nu,TONELADAS,medio ambiente,DAGMA
v8_ma_00_50,incidentes atendidos por la oficina de prevencion y atencion de desastres incidentes con materiales peligrosos,Nu,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_51,incidentes atendidos por la oficina de prevencion y atencion de desastres colapsos en estructura,Nu,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_52,incidentes atendidos por la oficina de prevencion y atencion de desastres incendio de liquidos inflamables o,Nu,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_53,areas con plan de manejo sostenible en cali,Nu,HÉCTAREAS,medio ambiente,DAGMA
v8_ma_00_6,emisiones de co2 distribucion y consumo de combustible sector domestico y comercial,Nu,TONELADAS,medio ambiente,DAGMA
v8_ma_00_7,emisiones de co2 por generacion de residuos,Nu,TONELADAS,medio ambiente,DAGMA
v8_ma_00_8,calidad del aire (ica) era-obrero,Nu,ÍNDICE,medio ambiente,DAGMA
v8_ma_00_9,calidad del aire (ica) base aerea,Nu,ÍNDICE,medio ambiente,DAGMA
v8_ma_015_01,indice de calidad del agua en la entrada de los rios a la ciudad,Nu,ÍNDICE,medio ambiente,DAGMA
v8_ma_015_02,indice de calidad del agua en la desembocadura de los rios,Nu,ÍNDICE,medio ambiente,DAGMA
v8_ma_023,consumo medio de agua por suscriptor,Nu,M3,medio ambiente,EMCALI
v8_ma_03,aguas residuales que reciben tratamiento de acuerdo a normas nacionales,Nu,%,medio ambiente,EMCALI
v8_ma_039,nivel de contaminacion hidrica (sst),Nu,KG/DÍA,medio ambiente,DAGMA
v8_ma_039_1,nivel de contaminacion hidrica (sst) meta,Nu,KG/DÍA,medio ambiente,DAGMA
v8_ma_04,generacion de residuos solidos urbanos,Nu,TONELADAS,servicios publicos,EMSIRVA
v8_ma_040,nivel de contaminacion hidrica (dbo5) demanda biologica de oxigeno,Nu,TON/AÑO,medio ambiente,DAGMA
v8_ma_040_1,nivel de contaminacion hidrica (dbo5) meta por parte de emcali,Nu,KG/DÍA,medio ambiente,DAGMA
v8_ma_042,arboles por habitantes,Nu,PER CÁPITA,medio ambiente,DAGMA
v8_ma_042_1,caudal (m3/s) a tratar por la ptar-c,Nu,M3/S,medio ambiente,DAGMA
v8_ma_05_01,concentracion de pm 10 centro: era obrero,Nu,ΜG/M3,medio ambiente,DAGMA
v8_ma_05_02,concentracion de pm 10 estacion norte,Nu,ΜG/M3,medio ambiente,DAGMA
v8_ma_05_03,concentracion de pm 10 estacion pance,Nu,ΜG/M3,medio ambiente,DAGMA
v8_ma_05_04,concentracion de pm 10 estacion la ermita,Nu,ΜG/M3,medio ambiente,DAGMA
v8_ma_05_05,concentracion de pm 10 estacion canaveralejo,Nu,ΜG/M3,medio ambiente,DAGMA
v9_m_001_45,pavimentacion nueva,Nu,KM,infraestructura,SIV
v9_m_001_46,plan bacheo,Nu,M2,infraestructura,SIV
v9_m_001_47,plan bacheo rural,Nu,M2,infraestructura,SIV
v9_m_001_48,area reparada. mantenimiento,Nu,KM,infraestructura,SIV
v9_m_005_07,parque automotor matriculado,Nu,#,movilidad,"CALI EN CIFRAS, DAPM"
v9_m_005_10,numero de personas atropelladas,Nu,#,movilidad,STTM
v9_m_007,tasa de muertes por accidentes de transito al ano,Nu,#,movilidad,STTM
v9_m_007_01,muertes por accidentes de transito al ano peaton,Nu,#,movilidad,STTM
v9_m_007_02,muertes por accidentes de transito al ano motocicleta,Nu,#,movilidad,STTM
v9_m_007_03,muertes por accidentes de transito al ano conductor,Nu,#,movilidad,STTM
v9_m_007_04,muertes por accidentes de transito al ano pasajero,Nu,#,movilidad,STTM
v9_m_007_05,muertes por accidentes de transito al ano ciclicta,Nu,#,movilidad,STTM
v9_m_007_06,muertes por accidentes de transito al ano sin dato,Nu,#,movilidad,STTM
v9_m_009,kilometros de ciclovida,Nu,#,deporte y recreacion,SDR
v9_m_0_1,recaudo de la contribucion valorizacion,Nu,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_10,recaudo de la contribucion valorizacion. por mes septiembre,Nu,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_100,ingresos recaudados por el sitm enero,Nu,MILLONES DE PESOS,movilidad,METRO CALI
v9_m_0_101,ingresos recaudados por el sitm febrero,Nu,MILLONES DE PESOS,movilidad,METRO CALI
v9_m_0_102,ingresos recaudados por el sitm marzo,Nu,MILLONES DE PESOS,movilidad,METRO CALI
v9_m_0_103,ingresos recaudados por el sitm abril,Nu,MILLONES DE PESOS,movilidad,METRO CALI
v9_m_0_104,ingresos recaudados por el sitm mayo,Nu,MILLONES DE PESOS,movilidad,METRO CALI
v9_m_0_105,ingresos recaudados por el sitm junio,Nu,MILLONES DE PESOS,movilidad,METRO CALI
v9_m_0_106,ingresos recaudados por el sitm julio,Nu,MILLONES DE PESOS,movilidad,METRO CALI
v9_m_0_107,ingresos recaudados por el sitm agosto,Nu,MILLONES DE PESOS,movilidad,METRO CALI
v9_m_0_108,ingresos recaudados por el sitm septiembre,Nu,MILLONES DE PESOS,movilidad,METRO CALI
v9_m_0_109,ingresos recaudados por el sitm octubre,Nu,MILLONES DE PESOS,movilidad,METRO CALI
v9_m_0_11,recaudo de la contribucion valorizacion. por mes obtubre,Nu,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_110,ingresos recaudados por el sitm noviembre,Nu,MILLONES DE PESOS,movilidad,METRO CALI
v9_m_0_111,ingresos recaudados por el sitm diciembre,Nu,MILLONES DE PESOS,movilidad,METRO CALI
v9_m_0_112,puntos de venta y recarga de tarjetas dentro y fuera de las estaciones,Nu,#,movilidad,METRO CALI
v9_m_0_113,puntos de venta y recarga de tarjetas dentro y fuera de las estaciones (fuera),Nu,#,movilidad,METRO CALI
v9_m_0_114,puntos de venta y recarga de tarjetas dentro y fuera de las estaciones (puntos),Nu,#,movilidad,METRO CALI
v9_m_0_115,numero de tarjetas recargadas del sitm,Nu,#,movilidad,METRO CALI
v9_m_0_116,numero de tarjetas recargadas del sitm por tipo frecuente,Nu,#,movilidad,METRO CALI
v9_m_0_117,numero de tarjetas recargadas del sitm por tipo univiaje,Nu,#,movilidad,METRO CALI
v9_m_0_118,velocidad promedio del sistema por tipo de ruta (troncal).,Nu,#,movilidad,METRO CALI
v9_m_0_119,velocidad promedio del sistema por tipo de ruta (pretroncal).,Nu,#,movilidad,METRO CALI
v9_m_0_12,recaudo de la contribucion valorizacion. por mes noviembre,Nu,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_120,velocidad promedio del sistema por tipo de ruta (alimentadora).,Nu,#,movilidad,METRO CALI
v9_m_0_121,nivel de satisfaccion usuarios mio,Nu,%,movilidad,METRO CALI
v9_m_0_122,porcentaje de hogares donde hay bicicleta,Nu,%,movilidad,DANE
v9_m_0_123,porcentaje de hogares donde hay moto,Nu,%,movilidad,DANE
v9_m_0_124,porcentaje de hogares donde hay carro particular,Nu,%,movilidad,DANE
v9_m_0_13,recaudo de la contribucion valorizacion. por mes diciembre,Nu,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_14,recaudo de la contribucion valorizacion. acumulado por tipo de contribuyente,Nu,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_15,recaudo de la contribucion valorizacion. acumulado por tipo de contribuyente estrato 1,Nu,MILLONES DE PESOS,infraestructura,SIV
v9_m_016,accidentes de transito,Nu,#,movilidad,STTM
v9_m_0_16,recaudo de la contribucion valorizacion. acumulado por tipo de contribuyente estrato 2,Nu,MILLONES DE PESOS,infraestructura,SIV
v9_m_016_01,accidentes de transito. por mes enero,Nu,#,movilidad,STTM
v9_m_016_02,accidentes de transito. por mes febrero,Nu,#,movilidad,STTM
v9_m_016_03,accidentes de transito. por mes marzo,Nu,#,movilidad,STTM
v9_m_016_04,accidentes de transito. por mes abril,Nu,#,movilidad,STTM
v9_m_016_05,accidentes de transito. por mes mayo,Nu,#,movilidad,STTM
v9_m_016_06,accidentes de transito. por mes junio,Nu,#,movilidad,STTM
v9_m_016_07,accidentes de transito. por mes julio,Nu,#,movilidad,STTM
v9_m_016_08,accidentes de transito. por mes agosto,Nu,#,movilidad,STTM
v9_m_016_09,accidentes de transito. por mes septiembre,Nu,#,movilidad,STTM
v9_m_016_10,accidentes de transito. por mes octubre,Nu,#,movilidad,STTM
v9_m_016_11,accidentes de transito. por mes noviembre,Nu,#,movilidad,STTM
v9_m_016_12,accidentes de transito. por mes diciembre,Nu,#,movilidad,STTM
v9_m_0_17,recaudo de la contribucion valorizacion. acumulado por tipo de contribuyente estrato 3,Nu,MILLONES DE PESOS,infraestructura,SIV
v9_m_018,muertes por accidentes de transito al ano,Nu,#,movilidad,STTM
v9_m_0_18,recaudo de la contribucion valorizacion. acumulado por tipo de contribuyente estrato 4,Nu,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_19,recaudo de la contribucion valorizacion. acumulado por tipo de contribuyente estrato 5,Nu,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_2,recaudo de la contribucion valorizacion. por mes enero,Nu,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_20,recaudo de la contribucion valorizacion. acumulado por tipo de contribuyente estrato 6,Nu,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_21,recaudo de la contribucion valorizacion. acumulado por tipo de contribuyente comercial,Nu,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_22,recaudo de la contribucion valorizacion. acumulado por tipo de contribuyente industrial,Nu,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_23,recaudo de la contribucion valorizacion. acumulado por tipo de contribuyente lote,Nu,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_24,recaudo de la contribucion valorizacion. acumulado por tipo de contribuyente institucional,Nu,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_25,recaudo de la contribucion valorizacion. acumulado por tipo de contribuyente mixto,Nu,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_26,recaudo de la contribucion valorizacion. acumulado por tipo de contribuyente rutal,Nu,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_27,avance fisico de las megaobras grupo 1,Nu,%,infraestructura,SIV
v9_m_0_28,avance fisico de las megaobras grupo 2,Nu,%,infraestructura,SIV
v9_m_0_29,avance fisico de las megaobras grupo 3,Nu,%,infraestructura,SIV
v9_m_0_3,recaudo de la contribucion valorizacion. por mes febrero,Nu,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_30,numero de automoviles per capita,Nu,VEHÍCULOS PER CÁPITA,movilidad,STTM
v9_m_0_31,numero de automoviles per capita 2,Nu,VEHÍCULOS PER CÁPITA,movilidad,STTM
v9_m_0_33,sistema de semaforizado equipos,Nu,#,movilidad,STTM
v9_m_0_34,numero de choques,Nu,#,movilidad,STTM
v9_m_0_35,heridos,Nu,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
v9_m_0_36,heridos por tipo de lesionado bicicleta,Nu,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
v9_m_0_37,heridos por tipo de lesionado motocicleta,Nu,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
v9_m_0_38,heridos por tipo de lesionado peaton,Nu,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
v9_m_0_39,heridos por tipo de lesionado transporte de carga,Nu,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
v9_m_0_4,recaudo de la contribucion valorizacion. por mes marzo,Nu,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_40,heridos por tipo de lesionado transporte de pasajeros,Nu,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
v9_m_0_41,heridos por tipo de lesionado transporte particular,Nu,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
v9_m_0_42,heridos por tipo de lesionado sin informacion,Nu,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
v9_m_0_43,heridos por tipo de lesionado otro,Nu,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
v9_m_0_44,heridos en accidente de transito,Nu,#,movilidad,STTM
v9_m_045,porcentaje de la malla vial en buen estado,Nu,%,infraestructura,SIV
v9_m_0_45,heridos en accidente de transito: peaton,Nu,#,movilidad,STTM
v9_m_045_1,inventario de la malla vial en cali,Nu,KM,infraestructura,SIV
v9_m_045_2,inventario de la malla vial en cali por tipo rigido,Nu,KM,infraestructura,SIV
v9_m_045_3,inventario de la malla vial en cali por tipo flexible,Nu,KM,infraestructura,SIV
v9_m_045_4,inventario de la malla vial en cali. por tipo adoquin,Nu,KM,infraestructura,SIV
v9_m_045_5,inventario de la malla vial en cali por tipo tierra / afirmado,Nu,KM,infraestructura,SIV
v9_m_046,porcentaje de la malla vial en mal estado,Nu,%,infraestructura,SIV
v9_m_0_46,heridos en accidente de transito: motociclista,Nu,#,movilidad,STTM
v9_m_047,porcentaje de la malla vial en regular estado,Nu,%,infraestructura,SIV
v9_m_0_47,heridos en accidente de transito: conductor,Nu,#,movilidad,STTM
v9_m_0_48,heridos en accidente de transito: pasajero,Nu,#,movilidad,STTM
v9_m_0_49,heridos en accidente de transito: ciclista,Nu,#,movilidad,STTM
v9_m_0_5,recaudo de la contribucion valorizacion. por mes abril,Nu,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_50,heridos en accidente de transito: menor de edad,Nu,#,movilidad,STTM
v9_m_0_51,heridos en accidente de transito: no reporto,Nu,#,movilidad,STTM
v9_m_0_52,heridos en accidente de transito: pasajero moto,Nu,#,movilidad,STTM
v9_m_0_53,heridos en accidente de transito: sin dato,Nu,#,movilidad,STTM
v9_m_0_55,muertos,Nu,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
v9_m_0_56,muertos por tipo bicicleta,Nu,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
