id,id_original,label,ctype,Fuente,Tipo_Unidad_Medida,Unidad_medida,Capítulo (Red Cómo Vamos),Anillo,Capitulo (Bogotá),Entidad responsable,Metodo de recolección,Descripción del indicador,Observaciones
v4_e_110,04-e-110,"Porcentaje de estudiantes que se ubicaron en el nivel satisfactorio, Pruebas SABER 9, area de Ciencias Naturales",Nu,ICFES,Porcentaje,Porción,4. Educación,Activos de las personas,4. Educación,ICFES,Registro Administrativo,"Porcentaje de estudiantes que por su desempeño en las pruebas SABER 9 se ubicaron en la categoría SATISFACTORIO, en el área de Ciencias Naturales",0
v4_e_111,04-e-111,"Porcentaje de estudiantes que se ubicaron en el nivel mínimo, Pruebas SABER 9, area de Ciencias Naturales",Nu,ICFES,Porcentaje,Porción,4. Educación,Activos de las personas,4. Educación,ICFES,Registro Administrativo,"Porcentaje de estudiantes que por su desempeño en las pruebas SABER 9 se ubicaron en la categoría MÍNIMA, en el área de Ciencias Naturales",0
v4_e_112,04-e-112,"Porcentaje de estudiantes que se ubicaron en el nivel insuficiente, Pruebas SABER 9, area de Ciencias Naturales",Nu,ICFES,Porcentaje,Porción,4. Educación,Activos de las personas,4. Educación,ICFES,Registro Administrativo,"Porcentaje de estudiantes que por su desempeño en las pruebas SABER 9 se ubicaron en la categoría INSUFICIENTE, en el área de Ciencias Naturales",0
v4_e_113,04-e-113,Tasa de cobertura bruta en educación universitaria,Nu,Ministerio de Educación,Porcentaje,Porción,4. Educación,Activos de las personas,4. Educación,Ministerio de Educación Nacional,encuesta,Mide la población matriculada en carreras universitaria sobre la población de 17 a 24 años,0
v5_ml_001,05-ml-001,Tasa global de participacion,Nu,DANE,Porcentaje,Porción,5. Mercado laboral,Activos de las personas,5. Mercado Laboral,DANE,encuesta GEIH,Mide la Población Económicamente Activa PEA  sobre la  Población en Edad de Trabajar PET,0
v5_ml_006,05-ml-006,Tasa global de participación Multipropósito,Nu,DANE,Porcentaje,Porción,5. Mercado laboral,Activos de las personas,5. Mercado Laboral,Secretaría Distrital de Planeación,encuesta Multipropósito,Mide la Población Económicamente Activa PEA  sobre la  Población en Edad de Trabajar PET,0
v5_ml_002,05-ml-002,Tasa de ocupación,Nu,DANE,Porcentaje,Porción,5. Mercado laboral,Activos de las personas,5. Mercado Laboral,DANE,encuesta GEIH,Mide la Población Ocupada sobre la Población en Edad de Trabajar,0
v5_ml_007,05-ml-007,Tasa de Ocupación Multipropósito,Nu,DANE,Porcentaje,Porción,5. Mercado laboral,Activos de las personas,5. Mercado Laboral,DANE,encuesta GEIH,Mide la Población Ocupada sobre la Población en Edad de Trabajar,0
v5_ml_004,05-ml-004,Tasa de desempleo,Nu,DANE,Porcentaje,Porción,5. Mercado laboral,Activos de las personas,5. Mercado Laboral,DANE,encuesta GEIH,Mide la Población Despcupada sobre la  Pobalción en Edad de Trabajar,0
v5_ml_008,05-ml-008,Tasa de Desempleo Multipropósito,Nu,DANE,Porcentaje,Porción,5. Mercado laboral,Activos de las personas,5. Mercado Laboral,Secretaría Distrital de Planeación,encuesta Multipropósito,Mide la Población Despcupada sobre la  Pobalción en Edad de Trabajar,0
v5_ml_009,05-ml-009,Tasa de crecimiento del empleo,Nu,DANE,Porcentaje,Variación,5. Mercado laboral,Activos de las personas,5. Mercado Laboral,DANE,encuesta GEIH,Mide la tasa de crecimiento interanual del empleo,0
v5_ml_010,05-ml-010,Tasa de subempleo (objetivo),Nu,DANE,Porcentaje,Porción,5. Mercado laboral,Activos de las personas,5. Mercado Laboral,DANE,encuesta GEIH,Mide las personas ocupadas que quieren y pueden trabajar más tiempo del que usualmente le dedican a sus actividades remuneradas,0
v5_ml_011,05-ml-011,Tasa de desempleo Jefes de hogar,Nu,DANE,Porcentaje,Porción,5. Mercado laboral,Activos de las personas,5. Mercado Laboral,DANE,encuesta,Mide el número de Jefes de Hogar desocupados sobre la Población Económicamente Activa,0
v5_ml_012,05-ml-012,Tasa de desempleo Jefes de hogar Multipropósito,Nu,DANE,Porcentaje,Porción,5. Mercado laboral,Activos de las personas,5. Mercado Laboral,DANE,Mide el número de Jefes de Hogar desocupados sobre la Población Económicamente Activa,NA,0
v5_ml_003,05-ml-003,Tasa de informalidad,Nu,DANE,Porcentaje,Porción,5. Mercado laboral,Activos de las personas,5. Mercado Laboral,DANE,encuesta,"Para el DANE, las características que permiten precisar la definición de empleo informal  son:  
1. Los empleados particulares y los obreros que laboran en establecimientos, negocios o empresas que ocupen hasta cinco personas en todas sus agencias y sucursales, incluyendo al patrono y/o socio; 2. Los trabajadores familiares sin remuneración; 3. Los trabajadores sin remuneración en empresas o negocios de otros hogares; 4. Los empleados domésticos 5. Los jornaleros o peones;  6. Los trabajadores por cuenta propia que laboran en establecimientos hasta cinco personas, excepto los independientes profesionales; 7. Los patrones o empleadores en empresas de cinco trabajadores o menos;  8. Se excluyen los obreros o empleados del gobierno.",0
v5_ml_015,05-ml-015,Tasa de cobertura en pensiones Multipropósito,Nu,DANE,Porcentaje,Porción,5. Mercado laboral,Activos de las personas,6. Seguridad y convivencia,DANE,encuesta Multipropósito,Mide el número de personas que aportan a pensiones sobre la  Población Económicamente Activa,0
v6_sc_013,06-sc-013,Número de adolescentes que vinculados al Sistema de Responsabilidad Penal para Adolescentes,Nu,ICBF,Número,Personas,6. Seguridad ciudadana,Activos de las personas,6. Seguridad y convivencia,Secretaría de Gobierno,Registro Administrativo,Número de Adolescentes que ingresan al SRPA,0
v6_sc_014,06-sc-014,Número de  hurtos a bancos,Nu,Policía Metropolitana,Número,Casos,6. Seguridad ciudadana,Activos de las personas,6. Seguridad y convivencia,Policia Metropolitana de Bogotá,Registro Administrativo,Mide el número de casos reportados en el año,0
v6_sc_015,06-sc-015,Tasa de hurto a bancos,Nu,Policía Metropolitana,Tasa,Por Cada 100.000 habitantes,6. Seguridad ciudadana,Activos de las personas,6. Seguridad y convivencia,Secretaría de Gobierno,Registro Administrativo,Estima la proporcion de hurto a bancos en un periodo determinado por 100.000 habitantes.,0
v6_sc_016,06-sc-016,Número de hurto a establecimientos de comercio,Nu,Policía Metropolitana,Número,Casos,6. Seguridad ciudadana,Activos de las personas,6. Seguridad y convivencia,Policia Metropolitana de Bogotá,Registro Administrativo,Estima la proporcion de hurto a bancos en un periodo determinado por 100.000 habitantes.,0
v6_sc_017,06-sc-017,Tasa de hurto a establecimientos de comercio,Nu,Policía Metropolitana,Tasa,Por Cada 100.000 habitantes,6. Seguridad ciudadana,Activos de las personas,6. Seguridad y convivencia,Secretaría de Gobierno,Registro Administrativo,Es la proporcion de hurto a establecimientos de comercio en un periodo determinado por 100.000 habitantes.,0
v6_sc_018,06-sc-018,Número de hurtos a motos,Nu,Policía Metropolitana,Número,Casos,6. Seguridad ciudadana,Activos de las personas,6. Seguridad y convivencia,Policia Metropolitana de Bogotá,Registro Administrativo,Expresa el número de hurto a motocicletas en un periodo determinado.,0
v6_sc_012,06-sc-012,Tasa de hurto de motocicletas,Nu,Policía Metropolitana,Tasa,Por Cada 100.000 motos,6. Seguridad ciudadana,Activos de las personas,6. Seguridad y convivencia,Secretaría de Gobierno,Registro Administrativo,Es la proporcion de hurto a motocicletas en un periodo determinado por 100.000 habitantes.,0
v6_sc_019,06-sc-019,Número de hurtos a personas,Nu,Policía Metropolitana,Número,Casos,6. Seguridad ciudadana,Activos de las personas,6. Seguridad y convivencia,Policia Metropolitana de Bogotá,Registro Administrativo,Expresa el número de hurto a personas en un periodo determinado.,0
v6_sc_020,06-sc-020,Tasa de hurto a personas,Nu,Policía Metropolitana,Tasa,Por Cada 100.000 motos,6. Seguridad ciudadana,Activos de las personas,6. Seguridad y convivencia,Secretaría de Gobierno,Registro Administrativo,Es la proporcion de hurto a personas en un periodo determinado por 100.000 habitantes.,0
v6_sc_021,06-sc-021,Número de hurtos a residencias,Nu,Policía Metropolitana,Número,Casos,6. Seguridad ciudadana,Activos de las personas,6. Seguridad y convivencia,Policia Metropolitana de Bogotá,Registro Administrativo,Expresa el número de hurto a residencias en un periodo determinado.,0
v6_sc_022,06-sc-022,Tasa de hurto a residencias,Nu,Policía Metropolitana,Tasa,Por Cada 100.000 motos,6. Seguridad ciudadana,Activos de las personas,6. Seguridad y convivencia,Secretaría de Gobierno,Registro Administrativo,Es la proporcion de hurto a residencias en un periodo determinado por 100.000 habitantes.,0
v6_sc_023,06-sc-023,Número de hurtos a vehículos,Nu,Policía Metropolitana,Número,Casos,6. Seguridad ciudadana,Activos de las personas,6. Seguridad y convivencia,Policia Metropolitana de Bogotá,Registro Administrativo,Expresa el número de hurto a vehiculos en un periodo determinado.,0
v6_sc_011,06-sc-011,Tasa de hurto a automóviles,Nu,Policía Metropolitana,Tasa,Por Cada 100.000 motos,6. Seguridad ciudadana,Activos de las personas,6. Seguridad y convivencia,Secretaría de Gobierno,Registro Administrativo,Es la proporcion de hurto a vehiculos en un periodo determinado por 100.000 habitantes.,0
v6_sc_024,06-sc-024,Número de Secuestros,Nu,Policía Metropolitana,Número,Casos,6. Seguridad ciudadana,Activos de las personas,6. Seguridad y convivencia,Secretaría de Gobierno,Registro Administrativo,Mide el número de casos de secuestro reportados en el año,0
v6_sc_025,06-sc-025,Número de lesiones Inter personales MUJERES,Nu,Instituto de Medicina Legal,Número,Casos,6. Seguridad ciudadana,Activos de las personas,6. Seguridad y convivencia,Instituto de Medicina Legal y Ciencias Forenses,Registro Administrativo,"Es el número de las lesiones causadas por cualquier tipo de arma, a excepción de las cometidas en accidente de tránsito. Por denuncia",0
v6_sc_026,06-sc-026,Número de lesiones Inter personales HOMBRES,Nu,Instituto de Medicina Legal,Número,Casos,6. Seguridad ciudadana,Activos de las personas,6. Seguridad y convivencia,Instituto de Medicina Legal y Ciencias Forenses,Registro Administrativo,"Es el número de las lesiones causadas por cualquier tipo de arma, a excepción de las cometidas en accidente de tránsito. Por denuncia",0
v6_sc_027,06-sc-027,Número de lesiones personales,Nu,Instituto de Medicina Legal,Número,Casos,6. Seguridad ciudadana,Activos de las personas,6. Seguridad y convivencia,Instituto de Medicina Legal y Ciencias Forenses,Registro Administrativo,"Es el número de alteración orgánica, funcional o psíquica, producida por la acción de un agente vulnerante ya sea físico (mecánico, térmico), químico, biológico o psicoló-
gico, utilizado por un tercero, sin que se produzca la muerte.",0
v6_sc_006,06-sc-006,Tasa de lesiones personales,Nu,Instituto de Medicina Legal,Tasa,Por cada 100000 habitantes,6. Seguridad ciudadana,Activos de las personas,6. Seguridad y convivencia,Instituto de Medicina Legal y Ciencias Forenses,Registro Administrativo,"Es la proporción de las lesiones causadas por cualquier tipo de arma, a excepción de las cometidas en accidente de tránsito.",0
v6_sc_005,06-sc-005,Tasa de Homicidios por cada 100 mil habitantes,Nu,Instituto Nacional de Medicina Legal,Tasa,Por cada 100000 habitantes,6. Seguridad ciudadana,Activos de las personas,6. Seguridad y convivencia,Secretaría de Gobierno,Registro Administrativo,Es la proporción de homicidios en relación al total de población por cada 100.000 habitantes,0
v6_sc_028,06-sc-028,Numero de homicidios,Nu,Instituto de Medicina Legal,Número,Casos,6. Seguridad ciudadana,Activos de las personas,6. Seguridad y convivencia,Medicina legal,Registro Administrativo,Mide el número total de homicidios.,0
v6_sc_029,06-sc-029,Tasa de muertes violentas por 100.000 habitantes,Nu,Instituto Nacional de Medicina Legal,Tasa,Por cada 100000 habitantes,6. Seguridad ciudadana,Activos de las personas,6. Seguridad y convivencia,Secretaría de Gobierno,Registro Administrativo,Mide el número total de personas muertas de manera violenta sobre el total de la  población por cada 100.000 habitantes,0
v6_sc_030,06-sc-030,Tasa de suicidios por 100.000 habitantes,Nu,Instituto Nacional de Medicina Legal,Tasa,Por cada 100000 habitantes,6. Seguridad ciudadana,Activos de las personas,6. Seguridad y convivencia,Secretaría de Gobierno,Registro Administrativo,Número de suicidios / total de población * 100.000,0
v6_sc_031,06-sc-031,Número de suicidios,Nu,CEACS,Número,Casos,6. Seguridad ciudadana,Activos de las personas,6. Seguridad y convivencia,Secretaría de Gobierno,Registro Administrativo,Número de suicidios / total de población * 100.000,0
v6_sc_032,06-sc-032,Victimización  directa,Nu,CCB,Porcentaje,Porción,6. Seguridad ciudadana,Activos de las personas,6. Seguridad y convivencia,CCB,Encuesta,Porcentaje de personas que manifiestan haber sido victimas de alguns delito.,0
v6_sc_033,06-sc-033,Denuncia,Nu,CCB,Porcentaje,Porción,6. Seguridad ciudadana,Activos de las personas,6. Seguridad y convivencia,CCB,Encuesta,Porcentaje de personas que manifiestan haber sido victimas de algun delito y que efectivamente lo denunciaron,0
v6_sc_034,06-sc-034,Percepción de inseguridad,Nu,CCB,Porcentaje,Porción,6. Seguridad ciudadana,Activos de las personas,6. Seguridad y convivencia,CCB,Encuesta,Porcentaje de personas que se sienten inseguros en Bogotá,0
v6_sc_035,06-sc-035,Tasa de habitantes de calle por 10.000 habitantes,Nu,"Secretaría Distrital de Integración Social (SDIS), Instituto Distrital para la Protección de la  Niñez (IDIPRON). Censos de habitante de calle. DANE – SDP.",Tasa,Por cada 100000 habitantes,6. Seguridad ciudadana,Activos de las personas,6. Seguridad y convivencia,"Secretaría Distrital de Integración Social (SDIS), Instituto Distrital para la Protección de la  Niñez (IDIPRON). Censos de habitante de calle. DANE – SDP.",Censo,"Número de habitantes de calle según el censo específico que se realizar sobre el tema, en relación con el número de habitantes de la ciudad/ número habitantes ciudad * 10.000.",0
v7_v_012,07-v-012,Porcentaje de déficit de vivienda (Estimada),Nu,DANE,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría Distrital de Planeación,Encuesta,Es el conjunto total de hogares con deficit (cualitativo y/o cuantitativo) de vivienda.,0
v7_v_013,07-v-013,Porcentaje de déficit cuantitativo de vivienda,Nu,DANE,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría Distrital de Planeación,Encuesta,"Estima la cantidad de viviendas que la sociedad debe construir o adicionar al stock para que exista una relación uno a uno entre las viviendas adecuadas y los hogares que necesitan alojamiento. Las variables que componen el déficit cuantitativo son estructura, cohabitación y hacinamiento crítico.
",0
v7_v_014,07-v-014,Porcentaje de déficit cualitativo de vivienda,Nu,DANE,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría Distrital de Planeación,Encuesta,"Se relaciona con los atributos de la vivienda, esto es, que las viviendas existentes no cumplen con estándares mínimos de calidad y por ende no ofrecen unas condiciones de vida adecuadas a sus habitantes. Los componentes son el hacinamiento mitigable, la estructura y la carencia de uno o más servicios públicos.",0
v7_v_015,07-v-015,Stock de vivienda,Nu,DANE,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Habitat,Encuesta,"El stock de vivienda determina el número de viviendas existentes en la ciudad. En tal sentido, el Censo General 2005 determinó para Bogotá un stock de 1.755.195 viviendas. El DANE y la SDP proyectaron el stock de vivienda para la ciudad y por localidad desde entonces",0
v7_v_016,07-v-016,Producción de viviendas por cada 1000 habitantes,Nu,DANE,Tasa,Por cada 1000 hanitantes,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Habitat,Censo,Mide la producción de viviendas en Bogotá por cada 1000 habitantes,0
v7_v_017,07-v-017,Tenencia de vivienda propia totalmente pagada,Nu,DANE,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría Distrital de Planeación,Encuesta,Mide los hogares que han pagado totalmente su vivienda sobre el total de hogares,0
v7_v_018,07-v-018,Tenencia de vivienda propia totalmente pagada (Multipropósito),Nu,DANE,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Planeación,Encuesta,Mide los hogares que han pagado totalmente su vivienda sobre el total de hogares,0
v7_v_019,07-v-019,Tenencia de vivienda propia en proceso de pago,Nu,DANE,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría Distrital de Planeación,Encuesta,"Mide los hogares que han adquirido vivienda, pero se encuentran en proceso de pago de esta sobre el total de hogares",0
v7_v_020,07-v-020,Tenencia de vivienda propia en proceso de pago (Multipropósito),Nu,DANE,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Planeación,Encuesta,"Mide los hogares que han adquirido vivienda, pero se encuentran en proceso de pago de esta sobre el total de hogares",0
v7_v_021,07-v-021,Tenencia de vivienda en arriendo o subarriendo,Nu,DANE,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría Distrital de Planeación,Encuesta,Mide los hogares que han pagado totalmente su vivienda sobre el total de hogares,0
v7_v_022,07-v-022,Tenencia de vivienda en arriendo o subarriendo (Multipropósito),Nu,DANE,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Planeación,Encuesta,Mide los hogares que han pagado totalmente su vivienda sobre el total de hogares,0
v7_v_024,07-v-024,Número de vivienda con Déficit cuantitativo,Nu,DANE,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Planeación,Encuesta,Mide el número de viviendas en déficit cuantitativo,0
v7_v_025,07-v-025,Número de hogares con Déficit cualitativo de vivienda,Nu,DANE,Número,Hogares,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Planeación,Encuesta,Mide el número de hogares en déficit cualitativo de vivienda,0
v7_v_026,07-v-026,Hacinamiento crítico no mitigable (hogares),Nu,Metrovivienda,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Planeación,Encuesta,"Mide el número de hogares en los cuales habitan cuatro o
más personas por cuarto sobre el total de hogares",0
v7_v_027,07-v-027,Número de viviendas VIP habilitadas por Gestión Pública VIP,Nu,Metrovivienda,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,0
v7_v_028,07-v-028,Número de viviendas VIP habilitadas por Gestión Pública VIP-VIS Privados,Nu,Metrovivienda,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,0
v7_v_029,07-v-029,Unidades construidas  VIS - VIP en Sitio Propio Cajas de Compensación Familiar y EAB-ESP 2011-2014,Nu,Metrovivienda,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,0
v7_v_030,07-v-030,Subsidios Distritales de Vivienda Generados para vivienda o mejoramiento,Nu,Metrovivienda,Número,Subsidios,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,Subsidios Distritales de Vivienda en Especie o a la oferta generados  para vivienda y mejoramiento,0
v7_v_031,07-v-031,Número de hogares vinculados o con vivienda,Nu,SDHT,Número,Hogares,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,0
v7_v_032,07-v-032,"Viviendas gestionadas por localidad (VIP, VIS, NO VIS)",Nu,SDHT,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,0
v7_v_033,07-v-033,Viviendas VIP en construcción,Nu,SDHT,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,0
v7_v_034,07-v-034,Viviendas VIS en construcción,Nu,SDHT,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,0
v7_v_035,07-v-035,Viviendas VIP en obras de urbanismo,Nu,SDHT,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,0
v7_v_036,07-v-036,Viviendas VIS en obras de urbanismo,Nu,SDHT,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,0
v7_v_037,07-v-037,Viviendas VIP en tramites de licenciamiento,Nu,SDHT,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,0
v7_v_038,07-v-038,Viviendas VIS en tramites de licenciamiento,Nu,SDHT,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,0
v7_v_039,07-v-039,Viviendas NO VIS en tramites de licenciamiento,Nu,SDHT,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,0
v7_v_040,07-v-040,Viviendas VIP y VIS habilitadas,Nu,SDHT,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,0
v7_v_041,07-v-041,Viviendas VIP en estudios y diseños,Nu,SDHT,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,0
v7_v_042,07-v-042,Viviendas VIS en estudios y diseños,Nu,SDHT,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,0
v7_v_043,07-v-043,Viviendas NO VIS en estudios y diseños,Nu,SDHT,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,0
v7_v_044,07-v-044,Tiempo de los trámites de la cadena de urbanismo y construcción,Nu,SDHT,Número,Días,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,0
v7_v_045,07-v-045,Número de viviendas iniciadas VIP,Nu,SDHT,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,0
v7_v_046,07-v-046,Número de viviendas iniciadas VIS,Nu,SDHT,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,0
v7_v_047,07-v-047,Número de viviendas iniciadas NO VIS,Nu,SDHT,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,0
v7_v_048,07-v-048,Viviendas terminadas por localidad (VIS y NO VIS),Nu,DANE,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,0
v7_v_049,07-v-049,Área (m2) de las viviendas VIS terminadas,Nu,DANE,Número,Metros Cuadrados,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Encuesta,Número de M2 construidos en vivienda nueva (según el Censo de Edificaciones - DANE).,0
v7_v_050,07-v-050,Área (m2) de las viviendas NO VIS terminadas,Nu,DANE,Número,Metros Cuadrados,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Encuesta,NA,0
v7_v_051,07-v-051,Número de  viviendas ubicadas en zonas de alto riesgo,Nu,Instituto Distrital de Gestión de Riesgo y Cambio Climático - IDIGER,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,DEPAE y FOPAE,Registro Administrativo,Mide el número total de viviendas ubicadas en zonas de alto riesgo,0
v7_v_052,07-v-052,Número de familias recomendadas para ser reasentadas por parte de la Caja de la Vivienda Popular,Nu,Caja de Vivienda Popular,Número,Familias,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Caja de Vivienda Popular,Registro Administrativo,"Mide el número de hogares que habitan viviendas ubicadas en zonas de alto riesgo. Se incluye el número de hogares que han sido recomendados por IDIGER (antiguo FOPAE), y los que han sido gestionados a través de recursos judiciales (acciones populares, tutelas y otros).",0
v7_v_053,07-v-053,Número de hogares en asentamientos de viviendas de origen informal,Nu,Caja de Vivienda Popular,Número,Hogares,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Caja de Vivienda Popular,Registro Administrativo,Mide el número de hogares en asentamientos de vivienda de origen informal,0
v7_v_054,07-v-054,Ocupaciones ilegales identificadas,Nu,Subdirección de Programas y Proyectos - SDHT,Número,Casos,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,"La Secretaría Distrital del Hábitat, a través de la Subsecretaría de Inspección, Vigilancia y Control de Vivienda, hace monitoreo a la ocupación ilegal del territorio mediante el seguimiento a las áreas susceptibles de desarrollo ilegal, determinadas por la SDHT.",0
v7_v_055,07-v-055,Titulación de la vivienda,Nu,Secretaría Distrital del Hábitat,Número,Casos,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,Mide el número de predios titulados,0
v7_v_056,07-v-056,Número de viviendas habilitadas metrovivienda Privados,Nu,Secretaría de Hábitat,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Secretaría de Hábitat,Expresa el número de viviendas habilitadas metrovivienda Privados,0
v7_v_057,07-v-057,Número de hectáreas de origen ilegal legalizadas (trámite resuelto positivamente),Nu,Secretaría Distrital del Hábitat,Número,Hectáreas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,Es el área medida en hectáreas de los asentamientos humanos destinados a vivienda legalizados urbanísticamente de acuerdo con lo establecido en el decreto 510 del 14 de diciembre de 2010.,0
v7_v_058,07-v-058,Número de familias que vivían en zonas de alto riesgo no mitigable o en rondas de cuerpos de agua que fueron reasentadas y se les entregó vivienda de reposición,Nu,Secretaría Distrital del Hábitat,Número,Familias,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,"Corresponde al número de hogares reasentados de zonas de alto riesgo no mitigable a los cuales se les protegió la vida, responde a los avances de los programas misionales de la Caja de Vivienda Popular.",0
v7_v_059,07-v-059,"Número de viviendas de estratos 1 y 2 que tuvieron mejoras en sus condiciones de habitabilidad (Estructural, habitabilidad y rural).",Nu,Secretaría Distrital del Hábitat,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,"Corresponde al número de viviendas de estratos 1 y 2 que tuvieron mejoras en sus condiciones físicas de habitabilidad (Estructural, habitabilidad y rural),responde a los avances de los programas misionales de la Caja de Vivienda Popular.",0
v7_v_060,07-v-060,Predios urbanos (censo inmobiliario),Nu,Censo Inmobiliario,Número,Predios,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Catastro,Registro Administrativo,Corresponde al total de predios urbanos censados en la ciudad.,0
v7_v_061,07-v-061,Número de predios  base catastral  (rural y urbano),Nu,Censo Inmobiliario,Número,Predios,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Catastro,Registro Administrativo,Corresponde al total de predios de la  base catastral  (rural y urbano) en la ciudad.,0
v7_v_062,07-v-062,Número de predios urbanos base catastral,Nu,Censo Inmobiliario,Número,Predios,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Catastro,Registro Administrativo,Corresponde al total de predios urbanos de la  base catastral en la ciudad.,0
